time, x0, y0, z0, x1, y1, z1 
0.00000, -0.75890, 0.25734, -0.50751, -0.74430, 0.25316, -0.47373  
0.00100, -0.75912, 0.25328, -0.50087, -0.74314, 0.24879, -0.46967  
0.00200, -0.75779, 0.25436, -0.50354, -0.74213, 0.24727, -0.46875  
0.00300, -0.75649, 0.25839, -0.50192, -0.73921, 0.25015, -0.46963  
0.00400, -0.75819, 0.25028, -0.51016, -0.74532, 0.24593, -0.46995  
0.00500, -0.76155, 0.24311, -0.50856, -0.74364, 0.24773, -0.47266  
0.00600, -0.75907, 0.24630, -0.50705, -0.74699, 0.25093, -0.46881  
0.00700, -0.76021, 0.24662, -0.50507, -0.74198, 0.25078, -0.46906  
0.00800, -0.75674, 0.24744, -0.50844, -0.74615, 0.25089, -0.46913  
0.00900, -0.76258, 0.24858, -0.50880, -0.74747, 0.25143, -0.46972  
0.01000, -0.75769, 0.25068, -0.50808, -0.74171, 0.25230, -0.46776  
0.01100, -0.76077, 0.24874, -0.51153, -0.74257, 0.25223, -0.47127  
0.01200, -0.76206, 0.24826, -0.51201, -0.74570, 0.25110, -0.47306  
0.01300, -0.76004, 0.24708, -0.50831, -0.74688, 0.25208, -0.47167  
0.01400, -0.76092, 0.25017, -0.50827, -0.74619, 0.25759, -0.47253  
0.01500, -0.75682, 0.25120, -0.50592, -0.74352, 0.25021, -0.46852  
0.01600, -0.76218, 0.25005, -0.50997, -0.74511, 0.25091, -0.46976  
0.01700, -0.75781, 0.25017, -0.50695, -0.74759, 0.25448, -0.47152  
0.01800, -0.76221, 0.25461, -0.50869, -0.74526, 0.25265, -0.47112  
0.01900, -0.75947, 0.25490, -0.51025, -0.74327, 0.25526, -0.47188  
0.02000, -0.76130, 0.25501, -0.50550, -0.74335, 0.25425, -0.47165  
0.02100, -0.75739, 0.25452, -0.50541, -0.74051, 0.25949, -0.47562  
0.02200, -0.75327, 0.25475, -0.50304, -0.73904, 0.26064, -0.47262  
0.02300, -0.75733, 0.25671, -0.50585, -0.74219, 0.25877, -0.47451  
0.02400, -0.75487, 0.25616, -0.50627, -0.73950, 0.25675, -0.47535  
0.02500, -0.75462, 0.25408, -0.50663, -0.74127, 0.26052, -0.47697  
0.02600, -0.75926, 0.25017, -0.50625, -0.74421, 0.26165, -0.47888  
0.02700, -0.75975, 0.25442, -0.50770, -0.74076, 0.26033, -0.47815  
0.02800, -0.76283, 0.25009, -0.51151, -0.74430, 0.25846, -0.47853  
0.02900, -0.76244, 0.25461, -0.50739, -0.74581, 0.26102, -0.47918  
0.03000, -0.75962, 0.25534, -0.50531, -0.74503, 0.26455, -0.47913  
0.03100, -0.75640, 0.25732, -0.50119, -0.73957, 0.26485, -0.48048  
0.03200, -0.75455, 0.25888, -0.50150, -0.74217, 0.26487, -0.47590  
0.03300, -0.75617, 0.26110, -0.50190, -0.73748, 0.26506, -0.47869  
