time, x0, y0, z0, x1, y1, z1 
0.00000, -0.73229, 0.55908, -0.18581, -0.70208, 0.54453, -0.20262  
0.00100, -0.73219, 0.55717, -0.18854, -0.70873, 0.54726, -0.20554  
0.00200, -0.72906, 0.55799, -0.19106, -0.70652, 0.54214, -0.21292  
0.00300, -0.73009, 0.55553, -0.19043, -0.70457, 0.54108, -0.21133  
0.00400, -0.73240, 0.55786, -0.19213, -0.70599, 0.53858, -0.20693  
0.00500, -0.73040, 0.55607, -0.18536, -0.70679, 0.53865, -0.21326  
0.00600, -0.73252, 0.56013, -0.18801, -0.70745, 0.54260, -0.20811  
0.00700, -0.73082, 0.55780, -0.18881, -0.71024, 0.53965, -0.21116  
0.00800, -0.73317, 0.55717, -0.18780, -0.70900, 0.53831, -0.20514  
0.00900, -0.73172, 0.55906, -0.19011, -0.70471, 0.54008, -0.20626  
0.01000, -0.73271, 0.56038, -0.19051, -0.71022, 0.53907, -0.20878  
0.01100, -0.73553, 0.55815, -0.18654, -0.70442, 0.53963, -0.20761  
0.01200, -0.73284, 0.55784, -0.19014, -0.70742, 0.53862, -0.20641  
0.01300, -0.73154, 0.55798, -0.18660, -0.70208, 0.53795, -0.20809  
0.01400, -0.72828, 0.55542, -0.18919, -0.70911, 0.53871, -0.19835  
0.01500, -0.73124, 0.55519, -0.19112, -0.70585, 0.53806, -0.20527  
0.01600, -0.72927, 0.55452, -0.18814, -0.70887, 0.53976, -0.20559  
0.01700, -0.73380, 0.55595, -0.18850, -0.70845, 0.54098, -0.20643  
0.01800, -0.73189, 0.55595, -0.18843, -0.70398, 0.54190, -0.20584  
0.01900, -0.73351, 0.55590, -0.18791, -0.70860, 0.54209, -0.20332  
0.02000, -0.73406, 0.55450, -0.18604, -0.70522, 0.53913, -0.20880  
0.02100, -0.73191, 0.55977, -0.18936, -0.70280, 0.53520, -0.20382  
0.02200, -0.72979, 0.56004, -0.18574, -0.70650, 0.53694, -0.20060  
0.02300, -0.72908, 0.55672, -0.18789, -0.70402, 0.53816, -0.20342  
0.02400, -0.73187, 0.55563, -0.18784, -0.70507, 0.53673, -0.20763  
0.02500, -0.73217, 0.55330, -0.18686, -0.70475, 0.53452, -0.20174  
