time, x0, y0, z0, x1, y1, z1 
0.00000, -0.82315, -0.34874, -0.34750, -0.80900, -0.38414, -0.27534  
0.00100, -0.82367, -0.34698, -0.34859, -0.80469, -0.38208, -0.27241  
0.00200, -0.82222, -0.34325, -0.34512, -0.80687, -0.37867, -0.26930  
0.00300, -0.82516, -0.33829, -0.34941, -0.80589, -0.36839, -0.26894  
0.00400, -0.84278, -0.34462, -0.34344, -0.82695, -0.36547, -0.27212  
0.00500, -0.84017, -0.33815, -0.34239, -0.82388, -0.35734, -0.26348  
0.00600, -0.83689, -0.33829, -0.34739, -0.82151, -0.35690, -0.26497  
0.00700, -0.84234, -0.33794, -0.34630, -0.82853, -0.35784, -0.26365  
0.00800, -0.84433, -0.33644, -0.34107, -0.82373, -0.35048, -0.26411  
0.00900, -0.84463, -0.33854, -0.33333, -0.82642, -0.35028, -0.26514  
0.01000, -0.84827, -0.33705, -0.33705, -0.83029, -0.35353, -0.26415  
0.01100, -0.84551, -0.33594, -0.33901, -0.83344, -0.34710, -0.26569  
0.01200, -0.84551, -0.33594, -0.33901, -0.83344, -0.34710, -0.26569  
0.01300, -0.84551, -0.33594, -0.33901, -0.83344, -0.34710, -0.26569  
0.01400, -0.85022, -0.33678, -0.33909, -0.83736, -0.35007, -0.26167  
0.01500, -0.85022, -0.33678, -0.33909, -0.83736, -0.35007, -0.26167  
0.01600, -0.84490, -0.34201, -0.34264, -0.83012, -0.35095, -0.26533  
0.01700, -0.85094, -0.34523, -0.34252, -0.83105, -0.35263, -0.26758  
0.01800, -0.84534, -0.34763, -0.35015, -0.82785, -0.35488, -0.26997  
0.01900, -0.84440, -0.35059, -0.35049, -0.82806, -0.35530, -0.26812  
0.02000, -0.84232, -0.35215, -0.34182, -0.82994, -0.34473, -0.26234  
0.02100, -0.84177, -0.35032, -0.34052, -0.82523, -0.35383, -0.26695  
0.02200, -0.84837, -0.34893, -0.33964, -0.82861, -0.35578, -0.26335  
0.02300, -0.85140, -0.34288, -0.33342, -0.83445, -0.35362, -0.26423  
0.02400, -0.96111, -0.45059, -0.43150, -0.95381, -0.30514, -0.22444  
0.02500, -1.17342, -0.50390, -0.48409, -1.15845, -0.35603, -0.29194  
0.02600, -1.17502, -0.41494, -0.44004, -1.16072, -0.43480, -0.35746  
0.02700, -1.06554, -0.37722, -0.39104, -1.04633, -0.33178, -0.27992  
0.02800, -0.95348, -0.34683, -0.34956, -0.94046, -0.30151, -0.22913  
0.02900, -0.89624, -0.33566, -0.38439, -0.86966, -0.30882, -0.22469  
0.03000, -0.85182, -0.33691, -0.38914, -0.83797, -0.30039, -0.23527  
0.03100, -0.84623, -0.35734, -0.32385, -0.83076, -0.28616, -0.23724  
0.03200, -0.86344, -0.38685, -0.16291, -0.84000, -0.29058, -0.23676  
0.03300, -0.87999, -0.38008, -0.21526, -0.86435, -0.29463, -0.24164  
0.03400, -0.87776, -0.35320, -0.32900, -0.86014, -0.29421, -0.25274  
0.03500, -0.87242, -0.33855, -0.43728, -0.85602, -0.28316, -0.25488  
0.03600, -0.87381, -0.32013, -0.46259, -0.85819, -0.27914, -0.25793  
0.03700, -0.87345, -0.31273, -0.40524, -0.86864, -0.28572, -0.27748  
0.03800, -0.88762, -0.33302, -0.32547, -0.86586, -0.29076, -0.27119  
0.03900, -0.87255, -0.33701, -0.31155, -0.86025, -0.29142, -0.27012  
0.04000, -0.88072, -0.35698, -0.25700, -0.85403, -0.29600, -0.27063  
0.04100, -0.87847, -0.35851, -0.25537, -0.84929, -0.29186, -0.26381  
0.04200, -0.85821, -0.34637, -0.27685, -0.84082, -0.29314, -0.27205  
0.04300, -0.84282, -0.34611, -0.27933, -0.82237, -0.30279, -0.27193  
0.04400, -0.82968, -0.33918, -0.30703, -0.81400, -0.30800, -0.26890  
0.04500, -0.82642, -0.33232, -0.35429, -0.80946, -0.29955, -0.27765  
0.04600, -0.82748, -0.33407, -0.35488, -0.80885, -0.31059, -0.27744  
0.04700, -0.82296, -0.33964, -0.30663, -0.80500, -0.30598, -0.28378  
0.04800, -0.82045, -0.35666, -0.27092, -0.80185, -0.30415, -0.28728  
0.04900, -0.80912, -0.34908, -0.27119, -0.79731, -0.31582, -0.29348  
0.05000, -0.81905, -0.34706, -0.29211, -0.80954, -0.30825, -0.29940  
0.05100, -0.84269, -0.33897, -0.31769, -0.83719, -0.30983, -0.29903  
0.05200, -0.86510, -0.33434, -0.33745, -0.85407, -0.31200, -0.29268  
0.05300, -0.87093, -0.33394, -0.34496, -0.86538, -0.31870, -0.29753  
0.05400, -0.87957, -0.33752, -0.32694, -0.86578, -0.32803, -0.30006  
0.05500, -0.88282, -0.34607, -0.30197, -0.87597, -0.33226, -0.29722  
0.05600, -0.87967, -0.36119, -0.28131, -0.86525, -0.33031, -0.30220  
0.05700, -0.87961, -0.36570, -0.28690, -0.86321, -0.33085, -0.30369  
0.05800, -0.90178, -0.36402, -0.28675, -0.88238, -0.33941, -0.30518  
0.05900, -0.90881, -0.37416, -0.31382, -0.88549, -0.33838, -0.30499  
0.06000, -0.92819, -0.37718, -0.33279, -0.90866, -0.35463, -0.31586  
