time, x, y, z 
0.000111, -0.822735, -0.501003, -0.291977
0.000231, -0.843849, -0.396080, -0.374260
0.000284, -0.809841, -0.406990, -0.368481
0.000335, -0.744858, -0.444946, -0.389290
0.000382, -0.695305, -0.491238, -0.411854
0.000433, -0.765152, -0.406590, -0.558548
0.000482, -0.838108, -0.377636, -0.606861
0.000535, -0.827713, -0.448494, -0.474586
0.000586, -0.805435, -0.386238, -0.404854
0.000635, -0.833473, -0.264759, -0.437222
0.000684, -0.910892, -0.278778, -0.388165
0.000732, -0.941143, -0.432148, -0.233078
0.000782, -0.926628, -0.436382, -0.202007
0.000831, -0.856972, -0.481129, -0.188179
0.000880, -0.788250, -0.496845, -0.202141
0.000929, -0.770264, -0.482979, -0.208664
0.000977, -0.788231, -0.486012, -0.192432
0.001026, -0.827427, -0.358009, -0.301189
0.001074, -0.875568, -0.344429, -0.334301
0.001123, -0.920925, -0.264740, -0.345421
0.001172, -0.925865, -0.241508, -0.380592
0.001220, -0.877991, -0.261288, -0.452290
0.001269, -0.758553, -0.334854, -0.424213
0.001318, -0.648575, -0.343876, -0.463333
0.001385, -0.628338, -0.329971, -0.512314
0.001441, -0.768566, -0.254917, -0.559196
0.001720, -0.911121, -0.268974, -0.453987
0.002216, -1.078587, -0.067234, -0.516911
0.002728, -1.210594, 0.013447, -0.527382
0.003222, -1.224079, -0.184669, -0.315971
0.003716, -1.127625, -0.370846, -0.109138
0.004196, -0.977116, -0.417252, -0.073605
0.004680, -0.831051, -0.490150, -0.100346
0.005703, -0.654697, -0.503178, -0.233250
0.006186, -0.620098, -0.477467, -0.336838
0.006698, -0.649872, -0.441532, -0.433369
0.007183, -0.718937, -0.353985, -0.532970
0.007680, -0.768871, -0.327797, -0.533638
0.008164, -0.747108, -0.368443, -0.473671
0.008646, -0.735455, -0.412083, -0.435848
0.009181, -0.730438, -0.516529, -0.269947
0.009672, -0.706940, -0.472851, -0.224934
0.010156, -0.748291, -0.265675, -0.368595
0.010644, -0.815506, -0.307770, -0.400448
0.011135, -0.893688, -0.265732, -0.463982
0.011620, -0.978260, -0.283928, -0.427322
0.012646, -1.252365, -0.295658, -0.286369
0.013130, -1.196594, -0.443535, -0.072174
0.013615, -1.007156, -0.515900, 0.001163
0.014098, -0.812492, -0.371494, -0.204372
0.014605, -0.715675, -0.239773, -0.513992
0.015095, -0.706196, -0.283165, -0.607777
0.015623, -0.753918, -0.331593, -0.556660
0.016575, -0.986614, -0.458088, -0.232334
0.017070, -0.951252, -0.562916, -0.009995
0.017560, -0.875473, -0.443020, -0.035992
0.018078, -0.803928, -0.466175, -0.080280
0.018578, -0.787678, -0.456696, -0.143299
0.019070, -0.823612, -0.447140, -0.175228
0.019560, -0.833111, -0.348873, -0.320759
0.020236, -0.788155, -0.330486, -0.476074
0.020534, -0.775452, -0.418301, -0.485306
0.021051, -0.808754, -0.372448, -0.458851
0.021557, -0.805321, -0.445137, -0.312023
0.022060, -0.821056, -0.535049, -0.245419
0.023166, -0.818672, -0.579605, -0.136013
0.023218, -0.767822, -0.616474, -0.073929
0.023548, -0.704975, -0.433521, -0.302372
0.024003, -0.692577, -0.247021, -0.524387
0.024539, -0.696583, -0.374928, -0.451031
0.025023, -0.748863, -0.344563, -0.427895
0.025514, -0.855274, -0.323792, -0.413570
0.026001, -0.951004, -0.338726, -0.391407
0.026489, -0.967255, -0.372791, -0.236988
0.026973, -0.957546, -0.444374, -0.111008
0.027512, -0.936470, -0.586872, -0.011578
0.027997, -0.830364, -0.617180, 0.131321
0.028508, -0.689487, -0.442028, 0.072765
0.028999, -0.649967, -0.368786, -0.233612
0.029488, -0.722904, -0.350018, -0.429821
0.029978, -0.783215, -0.578957, -0.187874
0.030479, -0.810471, -0.545731, -0.025311
0.030982, -0.724735, -0.504761, 0.054607
0.031457, -0.703926, -0.366802, -0.130596
0.031967, -1.034431, 0.067482, -0.728874
0.032451, -1.491814, 0.486050, -1.213093
0.032937, -1.575909, 0.327148, -1.130047
0.033441, -1.264553, -0.007858, -0.665874
0.033927, -0.910549, -0.251293, -0.454311
0.034411, -0.687695, 0.015621, -0.522652
0.034921, -0.631161, 0.160789, -0.624943
0.035407, -0.737038, 0.033207, -0.515118
0.036393, -1.075878, -0.267677, -0.150013
0.036929, -1.106529, -0.468502, 0.054054
0.037414, -1.003094, -0.650425, 0.316696
0.038413, -0.626316, -0.603600, 0.343857
0.038896, -0.546646, -0.440769, 0.093174
0.039389, -0.540447, -0.268021, -0.282021
0.039873, -0.635757, -0.176144, -0.549870
0.040357, -0.949554, 0.252323, -1.061630
0.040890, -1.339684, 0.585976, -1.393204
0.041382, -1.592331, 0.598907, -1.262150
0.041867, -1.612282, 0.410385, -0.812225
0.042386, -1.421375, 0.208817, -0.393696
0.042870, -1.171417, 0.163975, -0.243931
0.043331, -0.981045, 0.167084, -0.245667
0.043883, -0.878868, 0.085983, -0.276546
0.044369, -0.843658, -0.034847, -0.299835
0.044830, -0.811672, -0.077229, -0.372009
0.045364, -0.792198, -0.095062, -0.437889
0.045869, -0.790253, -0.096149, -0.489464
0.046369, -0.793381, -0.107040, -0.473995
0.047296, -0.871925, -0.171738, -0.306320
0.047812, -0.902081, -0.163250, -0.276108
0.048309, -0.896816, -0.150471, -0.291500
0.048791, -0.890503, -0.151653, -0.297031
0.049274, -0.891476, -0.185089, -0.265961
0.049812, -0.903873, -0.229130, -0.236187
0.050264, -0.913792, -0.183754, -0.285015
0.051303, -0.907955, -0.189915, -0.282040
0.051410, -0.906487, -0.221748, -0.270824
0.051798, -0.906830, -0.255680, -0.247612
0.052256, -0.879440, -0.274925, -0.280094
0.052777, -0.828381, -0.258541, -0.348282
0.053243, -0.783920, -0.285740, -0.398502
0.053746, -0.763493, -0.290203, -0.414448
0.054236, -0.787964, -0.286827, -0.388813
0.054725, -0.843754, -0.317974, -0.301666
0.055253, -0.897999, -0.348663, -0.211296
0.055731, -0.917168, -0.390015, -0.105190
0.056219, -0.904884, -0.417595, -0.032883
0.056738, -0.897541, -0.355759, -0.044975
0.057256, -0.942001, -0.278912, -0.088558
0.057727, -1.008568, -0.210876, -0.152702
0.058725, -1.056271, -0.200405, -0.055122
0.059231, -1.008072, -0.036793, -0.278282
0.059686, -0.936928, 0.146046, -0.608940
0.060211, -0.876083, 0.126686, -0.746956
0.060684, -0.888233, 0.058670, -0.756397
0.061200, -0.963612, 0.109787, -0.824642
0.061716, -1.019554, 0.092449, -0.758286
0.062171, -1.064892, 0.015316, -0.524559
0.062690, -1.065083, -0.077152, -0.399151
0.063157, -0.988197, -0.056934, -0.434170
0.063686, -0.921612, -0.118427, -0.432873
0.064182, -0.947666, -0.126858, -0.429192
0.064664, -1.036587, -0.130539, -0.380249
0.065135, -1.116409, -0.172253, -0.275955
0.065658, -1.160698, -0.182285, -0.291786
0.066650, -1.128273, -0.055122, -0.264225
0.067124, -1.127682, -0.016937, -0.181961
0.067628, -1.158314, 0.015717, -0.043812
0.068612, -1.168137, 0.089798, 0.042667
0.069110, -1.101055, 0.166149, 0.031185
0.069613, -0.992527, 0.161819, -0.023899
0.070116, -0.831623, 0.105705, -0.071621
0.070620, -0.695477, 0.122261, -0.230217
0.071112, -0.630646, 0.145626, -0.581722
0.071628, -0.625076, 0.056381, -0.960255
0.072072, -0.657253, -0.187416, -1.033001
0.072579, -0.787144, -0.419598, -0.824890
0.073111, -0.945110, -0.415344, -0.672131
0.073572, -1.147995, -0.169201, -0.581398
0.074073, -1.362724, 0.085392, -0.306339
0.074562, -1.387539, 0.176411, 0.042534
0.075095, -1.141281, 0.232391, 0.072060
0.075544, -0.752468, 0.182018, -0.239792
0.076049, -0.392570, -0.036125, -0.902596
0.076550, -0.354309, -0.355759, -1.103554
0.077066, -0.675602, -0.337811, -1.086979
0.077528, -0.982494, -0.222149, -0.712700
0.078061, -1.178074, -0.286503, -0.279217
0.078565, -1.159248, -0.412292, 0.167122
0.079022, -0.931492, -0.540009, 0.300751
0.079532, -0.715675, -0.401859, -0.102253
0.080042, -0.679779, -0.398140, -0.446281
