time, x, y, z 
0.000099, -0.421524, -0.043144, 0.774174
0.000265, -0.469685, 0.007133, 0.727520
0.000353, -0.521393, -0.097523, 0.727406
0.000433, -0.576916, -0.186005, 0.722885
0.000517, -0.628834, -0.119991, 0.745296
0.000597, -0.654221, -0.127354, 0.693169
0.000677, -0.655575, -0.184345, 0.628529
0.000758, -0.760422, -0.027943, 0.707340
0.000837, -0.780792, 0.053864, 0.682602
0.000919, -0.698299, 0.029125, 0.693092
0.001001, -0.638142, 0.000248, 0.674877
0.001080, -0.593948, -0.002022, 0.752010
0.001160, -0.504436, -0.069866, 0.802097
0.001240, -0.398369, -0.100079, 0.686569
0.001334, -0.351410, 0.012913, 0.676746
0.001418, -0.483665, 0.341129, 0.836544
0.001498, -0.613728, 0.351391, 0.911541
0.001577, -0.659256, 0.283985, 0.888348
0.001657, -0.852680, 0.291595, 0.847301
0.001736, -1.040421, 0.239182, 0.711498
0.001815, -0.971546, 0.082283, 0.611057
0.001895, -0.740204, -0.100937, 0.588398
0.001973, -0.474930, -0.167656, 0.461311
0.002054, -0.315990, -0.119095, 0.410824
0.002134, -0.361538, 0.010109, 0.431919
0.002223, -0.570984, 0.095482, 0.639687
0.002305, -0.785332, -0.034409, 0.880871
0.002389, -0.886135, -0.181179, 0.823269
0.002893, -0.862656, -0.097351, 0.621815
0.003395, -0.798969, 0.078049, 0.511265
0.003897, -0.793362, 0.096607, 0.540771
0.004400, -0.793228, 0.206375, 0.554390
0.004901, -0.915165, 0.341129, 0.709209
0.005402, -0.984802, 0.286770, 0.797558
0.005903, -0.954113, 0.166321, 0.743732
0.006406, -0.869598, 0.111618, 0.598507
0.006906, -0.785656, 0.092335, 0.466042
0.007347, -0.690689, 0.104408, 0.488243
0.007842, -0.604630, 0.098438, 0.552578
0.008336, -0.572453, 0.073776, 0.605431
0.008833, -0.575085, -0.014477, 0.650711
0.009327, -0.586624, -0.016270, 0.644302
0.009823, -0.620804, 0.002499, 0.646324
0.010314, -0.580311, -0.050373, 0.576038
0.010815, -0.502224, 0.052147, 0.574970
0.011307, -0.510445, 0.090332, 0.591793
0.011804, -0.682640, 0.120869, 0.676117
0.012294, -0.988865, 0.075893, 0.734749
0.013307, -1.118031, 0.118828, 0.487728
0.013822, -0.938110, 0.056381, 0.349388
0.014322, -0.855122, -0.041523, 0.342388
