time, x, y, z 
0.000117, -0.709095, 0.313854, 0.686951
0.000256, -0.722904, 0.119267, 0.691090
0.000326, -0.725765, 0.028210, 0.666103
0.000377, -0.761337, 0.215282, 0.723324
0.000429, -0.823345, 0.315514, 0.730762
0.000479, -0.857182, 0.220680, 0.679607
0.000528, -0.854015, 0.057526, 0.666428
0.000576, -0.842991, 0.328407, 0.746269
0.000624, -0.792713, 0.349712, 0.710278
0.000673, -0.699425, 0.262489, 0.710030
0.000721, -0.619698, 0.170555, 0.759392
0.000770, -0.575562, 0.095158, 0.757732
0.000818, -0.612392, 0.105896, 0.761337
0.000866, -0.707645, 0.148277, 0.744553
0.000913, -0.777264, 0.013142, 0.679722
0.000961, -0.807285, 0.003166, 0.638809
0.001009, -0.808430, 0.046062, 0.633926
0.001057, -0.833473, 0.141354, 0.662155
0.001105, -0.898190, 0.128574, 0.673027
0.001154, -0.921936, 0.030918, 0.649548
0.001202, -0.874329, -0.014648, 0.611706
0.001250, -0.800285, 0.035133, 0.596561
0.001298, -0.785446, 0.110626, 0.624142
0.001346, -0.790176, 0.096016, 0.622406
0.001394, -0.762539, 0.063992, 0.627174
0.001451, -0.702229, 0.033245, 0.638294
0.001575, -0.652199, 0.021095, 0.670567
0.002119, -0.630989, 0.023193, 0.687332
0.002610, -0.637913, 0.021839, 0.685711
0.003100, -0.678139, 0.040741, 0.684566
0.003590, -0.720806, 0.037613, 0.662594
0.004080, -0.745811, 0.058250, 0.664082
0.004565, -0.770016, 0.088558, 0.659199
0.005028, -0.797043, 0.086880, 0.654297
0.005564, -0.812798, 0.072308, 0.643845
0.006051, -0.826588, 0.046005, 0.625954
0.006534, -0.842171, 0.064278, 0.613575
0.007016, -0.836315, 0.062923, 0.610847
0.007510, -0.805264, 0.028591, 0.612411
0.008044, -0.749435, 0.024738, 0.615845
0.008529, -0.715923, -0.015221, 0.613289
0.009010, -0.707855, -0.056152, 0.625591
0.009492, -0.732632, -0.081215, 0.631542
0.010514, -0.828533, -0.076523, 0.603905
0.010980, -0.798130, -0.064659, 0.607548
0.011988, -0.737038, -0.110168, 0.598717
0.012474, -0.719032, -0.088291, 0.593796
0.012958, -0.697784, -0.076447, 0.606651
0.013492, -0.687294, -0.060120, 0.638523
0.013982, -0.666046, -0.045166, 0.658913
0.014470, -0.643272, -0.025234, 0.661469
0.014961, -0.648270, -0.013218, 0.660858
0.015455, -0.684013, -0.004768, 0.651436
0.015940, -0.736523, 0.028782, 0.652390
0.016443, -0.856075, -0.060692, 0.621262
0.016943, -0.973091, -0.083981, 0.567837
0.017435, -1.040058, -0.046501, 0.534210
0.017921, -1.064205, -0.029888, 0.510178
0.018407, -1.001778, -0.044842, 0.521469
0.020061, -0.798588, -0.136948, 0.568180
0.020892, -0.827007, -0.093117, 0.575829
0.021397, -0.834618, -0.117626, 0.552082
0.021897, -0.817184, -0.059929, 0.565777
0.023121, -0.789661, 0.010624, 0.589085
0.023173, -0.768776, 0.052414, 0.606346
0.023373, -0.759373, 0.048370, 0.613289
0.023857, -0.761108, 0.043011, 0.614758
0.024391, -0.774689, 0.053234, 0.607414
0.024876, -0.765476, 0.150814, 0.619774
0.025358, -0.729828, 0.193214, 0.618515
0.025840, -0.692177, 0.172729, 0.600986
0.026328, -0.662518, 0.202904, 0.595665
0.026863, -0.642986, 0.299759, 0.605736
0.027347, -0.656910, 0.353851, 0.625153
0.027831, -0.681019, 0.334873, 0.637283
0.028330, -0.635204, 0.645123, 0.637112
0.029350, -0.616932, 0.158176, 0.666637
0.029836, -0.570679, -0.058613, 0.641155
0.030354, -0.512638, 0.186863, 0.590096
0.030850, -0.522957, 0.259132, 0.602398
0.031336, -0.618572, 0.007954, 0.613117
0.031802, -0.803356, -0.621681, 0.660191
0.032305, -1.148472, -1.409416, 0.709133
0.032769, -1.413746, -0.817947, 0.802994
0.033330, -1.423283, 0.071201, 0.819263
0.033806, -1.291847, 0.214043, 0.693913
0.034296, -1.059704, -0.067673, 0.628777
0.034794, -0.724297, 0.140285, 0.583515
0.035278, -0.432339, 0.580063, 0.641232
0.035761, -0.293713, 0.747204, 0.655499
0.036245, -0.234871, 0.818539, 0.557041
0.037267, -0.501041, -0.548725, 0.450344
0.037749, -0.853729, -1.237793, 0.679665
0.038233, -1.107903, -0.619507, 0.765553
0.038714, -1.144428, 0.554428, 0.779705
0.039227, -1.054573, 1.077633, 0.784454
0.039708, -0.872917, 0.588417, 0.539818
0.040730, -0.409184, -0.149422, 0.619984
0.041216, -0.569191, -0.352707, 0.712013
0.041783, -0.929165, -0.477467, 0.762539
0.042217, -1.147022, -0.147610, 0.727520
0.042677, -1.088734, 0.340271, 0.638351
0.043211, -0.908890, 0.125866, 0.288353
0.043692, -0.833607, -0.083294, 0.578785
0.044175, -0.832996, 0.075817, 0.631962
0.044657, -0.772076, 0.267582, 0.487881
0.045194, -0.723553, 0.159264, 0.533714
0.045692, -0.741768, -0.268707, 0.618439
0.046184, -0.717716, -0.334969, 0.558853
0.046678, -0.723534, -0.292625, 0.566120
0.047166, -0.791378, 0.562096, 0.707321
0.047654, -0.854797, 0.086555, 0.639954
0.048140, -0.956402, -0.288811, 0.469227
0.048623, -1.043663, -0.262909, 0.424442
0.049140, -0.984688, -0.024033, 0.508461
0.049629, -0.825634, -0.423260, 0.585270
0.050129, -0.617142, -0.552406, 0.860043
0.052225, -0.502129, 0.444946, 0.805035
0.052343, -0.571518, 0.626564, 0.539227
0.052440, -0.719299, -0.133343, 0.385971
0.052525, -0.832462, -0.923958, 0.403576
0.052613, -0.811157, -0.101643, 0.683918
0.053304, -0.678616, 0.860081, 0.404911
0.053615, -0.616951, 0.398655, 0.448017
0.054089, -0.718994, -0.442562, 0.583286
0.054565, -0.962944, -0.586014, 0.300636
0.055094, -1.214714, -0.002270, 0.286732
0.055566, -1.213436, 0.300941, 0.515976
0.056084, -1.001759, 0.058155, 0.666046
0.056553, -0.836525, -0.625858, 0.544949
0.057051, -0.693550, -0.726433, 0.638103
0.057537, -0.569878, 0.261002, 0.592136
0.058074, -0.650806, 0.133457, 0.557690
0.058547, -0.851631, -0.414314, 0.579224
0.059087, -0.982609, -0.575142, 0.308361
0.059521, -1.037998, -0.443516, 0.415459
0.060109, -1.025810, 0.351543, 0.414448
0.060532, -0.831585, 0.789680, 0.335484
0.061071, -0.551224, -0.163860, 0.560131
0.061536, -0.484829, -1.507778, 0.563583
0.061996, -0.731316, -1.872253, 0.771999
0.063027, -1.156197, 0.462284, 0.837994
0.063490, -1.134319, -0.037899, 0.501175
0.064003, -1.011543, -0.228024, 0.274105
0.064512, -0.900707, 0.195370, 0.030098
0.064992, -0.803967, 0.678253, 0.200748
0.065988, -0.734100, -0.849876, 0.579052
0.066504, -0.731525, -0.684490, 0.733089
0.067485, -0.736217, 0.327225, 0.409813
0.067985, -0.936775, -0.672684, 0.469112
0.068445, -1.088848, -0.758686, 0.456734
0.068948, -1.075535, -0.134640, 0.478115
0.069469, -0.988235, 0.451145, 0.496235
0.069985, -0.922871, 0.163269, 0.387859
0.070509, -0.815716, -0.356369, 0.516472
0.070991, -0.653763, -0.215340, 0.356236
0.071571, -0.594959, -0.049076, 0.374317
0.072191, -0.761814, 0.110416, 0.540810
0.072816, -1.054058, -0.515041, 0.481110
0.073076, -1.236782, -0.855789, 0.349293
0.073488, -1.176510, -0.303059, 0.420856
0.074019, -1.009426, 0.374107, 0.380840
0.074535, -0.909843, 0.528641, 0.242062
0.075147, -0.924664, 0.034485, 0.118065
0.075460, -0.941734, -0.893002, 0.369778
0.076287, -0.898304, -0.756779, 0.525017
0.076628, -0.913925, -0.159893, 0.436516
0.077026, -1.001091, -0.232239, 0.428810
0.077892, -1.015186, -0.589867, 0.383892
0.078076, -0.793571, -0.545521, 0.459003
0.078641, -0.569248, -0.231705, 0.730724
0.078960, -0.593033, -0.434990, 0.718136
0.079449, -0.712223, -0.362949, 0.537548
0.079900, -0.834713, -0.854301, 0.513401
0.080343, -0.899849, -0.782890, 0.554829
0.080840, -0.860500, -0.742416, 0.675831
0.081348, -0.780830, -0.305271, 0.705566
0.081869, -0.775509, -0.390148, 0.612545
0.082357, -0.827789, -0.515289, 0.593777
0.082907, -0.892525, -0.304489, 0.506477
0.083303, -0.955524, 0.076504, 0.336342
0.083942, -0.982552, 0.249767, 0.314884
0.084322, -0.950985, -0.042992, 0.328522
0.084800, -0.845966, -0.150032, 0.355034
0.085321, -0.683594, -0.436115, 0.547371
0.085796, -0.591774, -0.346661, 0.553608
0.086307, -0.643940, -0.319595, 0.580540
0.086772, -0.784683, -0.289822, 0.532646
0.087304, -0.911617, -0.310478, 0.514793
0.087763, -0.986729, -0.174980, 0.397034
0.088283, -1.017780, 0.169849, 0.323391
0.088795, -0.995312, 0.127354, 0.317764
0.089246, -0.868034, -0.133743, 0.393982
0.089761, -0.708370, -0.162640, 0.486641
0.090270, -0.611744, -0.153637, 0.640297
0.090760, -0.578098, -0.181713, 0.717850
0.091385, -0.618229, -0.102577, 0.630169
0.091768, -0.728722, -0.157146, 0.592422
0.092222, -0.797405, -0.270615, 0.580196
0.092758, -0.801163, -0.457458, 0.609074
0.093704, -0.758057, -0.476665, 0.655556
0.094208, -0.756645, -0.158405, 0.569897
0.094742, -0.812645, -0.151081, 0.499706
0.095692, -0.902729, -0.111542, 0.445957
0.096192, -0.902004, -0.009918, 0.393391
0.096712, -0.863800, -0.104904, 0.395222
0.097206, -0.683270, -0.273266, 0.618515
0.097781, -0.444946, -0.372791, 0.681839
0.098164, -0.320110, -0.462914, 0.784607
0.098668, -0.387154, -0.591354, 0.875664
0.099171, -0.583134, -0.590096, 0.796700
0.099675, -0.763512, -0.462227, 0.724888
0.100179, -0.889816, -0.327454, 0.649719
0.100682, -0.973587, -0.284100, 0.598755
0.101141, -0.990219, -0.179710, 0.512638
0.101649, -0.974274, -0.100613, 0.439072
0.102166, -0.940189, -0.058937, 0.389175
0.102667, -0.852051, -0.085659, 0.415783
0.103161, -0.757236, -0.174427, 0.440922
0.103660, -0.661335, -0.255337, 0.524597
0.104151, -0.601978, -0.243587, 0.578079
0.104652, -0.596313, -0.264263, 0.601540
0.105158, -0.650043, -0.311642, 0.580635
0.105600, -0.731125, -0.321217, 0.562840
0.106209, -0.778942, -0.256443, 0.551548
0.106594, -0.784893, -0.213966, 0.545044
0.107097, -0.749722, -0.218353, 0.530548
0.107601, -0.675297, -0.254555, 0.626431
0.108108, -0.599880, -0.254211, 0.655499
0.108594, -0.611267, -0.215778, 0.636311
0.109097, -0.670338, -0.235443, 0.645618
0.109605, -0.709839, -0.233307, 0.664101
0.110581, -0.735893, -0.168266, 0.620937
0.111066, -0.770702, -0.121517, 0.612125
0.112050, -0.813828, -0.172615, 0.618820
0.112554, -0.817413, -0.175056, 0.573559
0.113052, -0.814075, -0.146217, 0.540123
0.113567, -0.809860, -0.161877, 0.521183
0.114028, -0.789833, -0.180893, 0.559196
0.114518, -0.766964, -0.186825, 0.560856
0.115023, -0.759964, -0.208321, 0.564041
0.115690, -0.766163, -0.239487, 0.561295
0.116018, -0.747757, -0.210724, 0.582657
0.116606, -0.712986, -0.221539, 0.624218
0.116997, -0.679932, -0.246143, 0.671692
0.117526, -0.669899, -0.275841, 0.646992
0.117984, -0.708542, -0.317917, 0.648823
0.118521, -0.765839, -0.313587, 0.659351
0.119021, -0.819645, -0.280018, 0.603294
0.119526, -0.838947, -0.218811, 0.615520
0.120016, -0.825939, -0.190048, 0.579033
0.120492, -0.795116, -0.090504, 0.621338
0.120994, -0.769463, -0.065727, 0.627518
0.121541, -0.725765, -0.016556, 0.693226
0.122029, -0.686035, -0.004902, 0.696850
0.122509, -0.689907, -0.014267, 0.671291
0.123014, -0.735283, -0.002842, 0.650978
0.123496, -0.797424, 0.006199, 0.610771
0.124000, -0.870628, -0.015488, 0.562763
0.124517, -0.918922, -0.034351, 0.519829
0.125409, -0.930347, -0.022240, 0.474129
0.126032, -0.904465, -0.068226, 0.463638
0.126504, -0.879326, -0.113430, 0.490112
0.126919, -0.858879, -0.155239, 0.512276
0.127423, -0.825443, -0.221252, 0.574589
0.127901, -0.744991, -0.320778, 0.633278
0.128414, -0.633221, -0.420723, 0.732651
0.128893, -0.579147, -0.502853, 0.729122
0.129383, -0.560532, -0.494385, 0.813999
0.129868, -0.588017, -0.422630, 0.819378
0.130371, -0.669708, -0.390320, 0.758667
0.130904, -0.776539, -0.369110, 0.689068
0.131377, -0.866756, -0.368214, 0.599995
0.131854, -0.912762, -0.295563, 0.566044
0.132356, -0.922604, -0.324516, 0.518227
0.132888, -0.895462, -0.385990, 0.521545
0.133348, -0.839958, -0.346966, 0.512524
0.133852, -0.793381, -0.386562, 0.476360
0.134328, -0.772266, -0.438004, 0.507927
0.134845, -0.788193, -0.373325, 0.446033
0.135398, -0.793266, -0.102539, 0.537090
0.135825, -0.812550, -0.223541, 0.527172
0.136554, -0.811672, -0.219707, 0.620995
0.136879, -0.842381, -0.360146, 0.482845
0.137312, -0.855350, -0.331631, 0.536366
0.138068, -0.811272, -0.404034, 0.485611
0.139106, -0.686760, -0.268383, 0.525761
0.139347, -0.747929, -0.309887, 0.578632
0.140258, -0.823174, -0.229549, 0.496235
0.140464, -0.887470, -0.180111, 0.484772
0.140877, -0.888157, -0.170174, 0.464115
0.141283, -0.786648, -0.079002, 0.597153
0.141994, -0.684681, -0.069580, 0.749111
0.142750, -0.670433, -0.323219, 0.705967
0.142917, -0.713482, -0.403709, 0.574360
0.143764, -0.894108, -0.419579, 0.376415
0.144238, -0.913353, -0.057964, 0.466461
0.144741, -0.864639, 0.084743, 0.403061
0.145243, -0.779896, 0.042210, 0.480595
0.145744, -0.676289, 0.107498, 0.744686
0.146213, -0.627079, -0.146065, 0.780163
0.146737, -0.693893, -0.344524, 0.630665
0.147211, -0.823898, -0.362225, 0.517769
0.147785, -0.928459, -0.353775, 0.484447
0.148193, -0.920544, -0.289173, 0.379543
0.148822, -0.788574, -0.227356, 0.379105
0.149191, -0.636005, -0.308266, 0.361519
0.150196, -0.341873, -0.394459, 0.720654
0.151198, -0.521526, 0.080872, 0.912819
0.151659, -0.760632, 0.300980, 0.769863
0.152209, -0.996151, -0.026054, 0.690918
0.152667, -1.098671, -0.752907, 0.418415
0.153203, -0.990772, -0.515614, 0.276299
0.153646, -0.803719, 0.011921, 0.517063
0.154197, -0.635319, 0.195656, 0.683918
0.154682, -0.526028, -0.420246, 0.622635
0.155228, -0.429878, -0.685387, 0.505543
0.155630, -0.418186, 0.481548, 0.829639
0.156270, -0.712147, 0.506630, 0.760078
0.156652, -1.048508, -0.083885, 0.684128
0.157158, -1.157684, 0.044231, 0.643101
0.157630, -1.104145, 0.657463, 0.677319
0.158135, -1.081371, -0.074577, 0.609837
0.158641, -0.936241, -0.491104, 0.598984
0.159141, -0.669823, -0.283661, 0.536118
0.159600, -0.504379, 0.201912, 0.438938
0.160105, -0.496597, 0.283260, 0.669498
0.160633, -0.627041, -0.420380, 0.586472
0.161082, -0.701618, -0.479450, 0.534115
0.161589, -0.643215, -0.195007, 0.440979
0.162063, -0.520172, 0.399914, 0.833359
0.162669, -0.471497, 0.582485, 1.055489
0.163105, -0.589142, 0.164661, 0.980701
0.163691, -0.855141, -0.204620, 0.820980
0.164070, -1.123180, -0.406036, 0.573559
0.164579, -1.200523, -0.026760, 0.485115
0.165054, -1.032372, -0.008087, 0.299015
0.165556, -0.723076, -0.094280, 0.438557
0.166045, -0.492191, -0.493946, 0.445786
0.166549, -0.321350, -0.237064, 0.745964
0.167098, -0.251083, 0.553131, 0.927505
0.167600, -0.419292, -0.004292, 0.691109
0.168045, -0.696220, -0.489826, 0.688133
0.168549, -0.876751, -0.159397, 0.660286
0.169087, -0.964050, 0.555153, 0.646076
0.169600, -1.038094, 0.480022, 0.669880
0.170094, -1.033230, -0.348454, 0.749283
0.170590, -0.875950, -0.440674, 0.612640
0.171150, -0.667744, -0.129185, 0.348320
0.171482, -0.512695, 0.122681, 0.456562
0.172179, -0.470486, -0.159550, 0.527382
0.172563, -0.515881, -0.428715, 0.460548
0.173170, -0.561752, -0.229607, 0.539932
0.173557, -0.568771, 0.166035, 0.669079
0.174060, -0.576153, 0.333061, 0.793705
0.174447, -0.616169, 0.215931, 0.944462
0.174973, -0.737896, -0.170155, 0.793056
0.175481, -0.920677, -0.127544, 0.672646
0.175935, -1.081219, -0.010204, 0.500603
0.176431, -1.079369, -0.009537, 0.456429
0.176934, -0.922222, 0.031185, 0.542068
0.177452, -0.692234, 0.003300, 0.623741
0.177927, -0.490704, 0.033436, 0.639153
0.178439, -0.407848, -0.052242, 0.632439
0.178927, -0.484295, -0.294781, 0.586395
0.179438, -0.617867, 0.130520, 0.680351
0.179898, -0.793056, 0.852051, 0.818939
0.180427, -1.021442, 0.825729, 0.800037
0.180895, -1.162148, 0.401974, 0.716000
0.181388, -1.160526, 0.360565, 0.827045
0.181920, -1.089497, 0.305290, 0.802670
0.182440, -0.965633, 0.176659, 0.669289
0.182891, -0.829525, -0.063801, 0.604382
0.183438, -0.722218, -0.190544, 0.602207
0.184443, -0.520248, -0.183296, 0.638695
0.184874, -0.424747, -0.158443, 0.629082
0.185355, -0.378647, -0.220432, 0.633945
0.185850, -0.388165, -0.233860, 0.653744
0.186876, -0.571575, 0.079994, 0.704746
0.187335, -0.684338, -0.032463, 0.703335
0.188346, -0.784702, -0.034027, 0.653362
0.188858, -0.836697, 0.044765, 0.703354
0.189332, -0.869846, 0.053844, 0.691566
0.189823, -0.850277, -0.110435, 0.584354
0.190341, -0.786152, -0.211411, 0.529881
0.190843, -0.693035, -0.125694, 0.563049
0.191331, -0.608196, 0.214443, 0.669765
0.191808, -0.603676, 0.093060, 0.588589
0.192314, -0.644474, -0.025902, 0.649414
0.192817, -0.686436, -0.018082, 0.635796
0.193305, -0.720387, 0.017052, 0.615120
0.193873, -0.752373, 0.171185, 0.710735
